2*(~(x&y))+2*x+y-2*(x|y),~y-1
(~y)+(~x)-(~(x&y))+(x&y)+2,-(x^y)+1
2*(x^y)+(~(x|y))+(~(x^y))-(~y)-(~x)-x,~x&y
(a&~y)+3*(~a&y)-(a^y)+(a|~y)-(~a)-a-y,-(a&y)
5*(t^y)+6*(~(t^y))-2*(~y)-3*(~t|y)-t+1,t|y
-(~y)+3*(x|~y)+(~x)-(x&~y)+2,2*(~(x^y))+1
-(~x&y)+2*(x^y)-2*x-y,-3*(x&y)
(x|y)+3*(~y)-2*(x|~y)+(~x)+3,-3*(x&y)+1
-(~y)+(x|~y)-x,-(x&~y)
3*(x^y)+3*(~(x^y))-2*(~y)-(~x|y)-x-y,~x&y
4*(~x|a)-3*a+(x^a)-(~(x^a))-(~a)-1,2*(~x)-1
3*x-2*(x&y)-(x|y)-(x&~y)-(x|~y),-(~x|y)
-(~x&e)+3*(~(x|e))-(~(x^e))-(~e),-2*(x|e)-1
2*(x^y)+(~(x|y))-2*(~y)+(x|~y)-x,2*(~x&y)
-(x&y)+(x|y)+2*(~(x|y))-(~y)+2,-x+1
2*(x|~y)-(~x)-(x|y)+1,-3*(~x&y)
-2*(x&y)+(~(x^y))-(x|~y)+(~x|y),-2*x-1
3*x+4*y-4*(x|y)+1,(~x|y)-3*(~(x&y))-1
(~y)+2*(~t|y)-y-(t&y)+1,(t^y)+3*(~(t|y))+1
-(x&y)+2*(x&~y)+(~(x^y))-(~y)+2,-(~x|y)+1
2*(x|~y)+(~x|y)-(~(x&y))-x,2*(~(x^y))
(~(x|y))-(~y)+(x|~y)-(~x)-(x&y)+1,-(~x&y)+1
-4*(x&b)-(x&~b)+2*(~(x^b))-(x|~b),-3*x-b-1
-x-y+2*(x|y)-(x&~y)+1,-(x|~y)
(~(x|y))+2*(~(x^y))-(~y)-(~x|y)+2,-2*(x^y)+1
2*(~(x^y))+2*(~x)-y+(x&~y)+1,3*(~(x|y))
d-(x&d)-(x^d)-(~(x|d))-(~x&d),-(~(x&d))
(~(x^y))-2*(x|~y)+(~(x&y))+2*x-y,x&~y
x+y-(x^y)-2*(~x&y)-2*(~(x^y))+1,-2*(~x)+1
(~(x^y))-(~y)+x-(x&y)-(x|y),-(x^y)
4*(x^y)+3*(~(x^y))-(~x)-(~x|y)-y+1,3*(x&~y)
x-(x^y)-(~(x|y))-(x&~y)+2,-2*(~(x&y))+1
2*(~(x&y))-y+2*(x|y)-2*(x^y)+2,~y+1
-(~e&y)+3*(~(e|y))-2*(e|~y)-(~e),-2*(e|y)
-(x|~y)+2*(~x|y)+3*x-y-(x&y)-(x|y)+1,-(~x&y)
x+(x^y)-2*(x&~y)-(~x&y),-(~(x&y))-1
-(x|~y)-y+2*(x^y)-(~(x|y))+2,-3*(~(x^y))+1
3*(~x)-(~(x&y))+3*x-(x|y),~(x^y)-1
(x|~y)+2*(~x)-2*(~(x&y))-(~x&y)+2,-2*(x^y)+1
(x&y)+2*(~(x|y))-2*(~(x^y))+(x|~y)+1,-y
-2*(~y)+2*(x|~y)-x-(x&y),-(x&~y)
x-(~x&y)-(x|~y)+1,-(~x|y)-(~(x&y))
2*(~(x^y))-(~x)-x+2,2*(x&y)-2*(x|y)+1
(x|e)-(~x&e)+1,-(~x)
(x|y)-(x&~y)-(~x&y)+1,-(~(x&y))
2*(x|~y)+(~x)+(x&y)-(x^y)-(x&~y),3*(~(x^y))
-2*(x|~y)+4*(~x)+5*x-2*y-(x&~y)-(~x&y),~y-1
2*y-2*(x&y)+(~(x|y))-(~x&y)+1,-x
2*(x^y)+(~x)+4*x-y-(x&y)-(x|y),4*(x&~y)-1
-(~d)+x-d-(x&~d)+1,-(x^d)-(~(x|d))+1
-x+2*y-(x|y)-2*(~(x^y))+2,-3*(x|~y)+1
2*(x|~y)-x+y-(x&~y)-(~x&y)-1,2*(~(x^y))-1
2*(~x)-2*(~(x&y))+x-y,-(x^y)
-3*(~y)+4*(~(x&y))+2*x-y,2*(x^y)-1
-2*(~x&y)+3*(x^y)+2*(~(x^y))-(~y)-(~x),2*x
(~(x^c))+3*(~c)-2*(~x|c)+1,x-4*c-1
(~(e^y))+(~e|y)-2*(~(e&y))-y-(e&y),-2*(e^y)
3*(x&~y^z)+3*(~x&~z)-(~x|y^~z)-(~y^z)-(y^~z),2*(~x&(y^z))
2*(x&~y)+(~x&y)-(x^y)+2*(~x)-(~(x&y))+1,-x
(~(x&y))+3*y-2*(x&y)-2*(~x&y)-2*(-1),-(x|~y)
-(~(x|d))+2*(x|~d)-(x|d)+1,-2*(~x&d)
-(~x|y)-y+2*(x|y)-(x^y)-(x&~y)-1,-(~x)-1
2*(x|y)+(~(x|y))+(~x)-(~(x&y)),y-1
2*(x&~y)+2*(~(x^y))-(~y)-(x|~y),x&y
2*(x|~y)-x+y-2*(-1),-(x^y)
-2*(~x)-x+3*y-3*(x&y)-(x|y)-1,-2*(x|~y)-1
-(x|~y)+3*(~x)-(~(x&y))+1,-3*x+y
(d|y)-2*(~d&y)+2*(~y)-(~d|y)+2,2*d-3*y+1
3*(~(x|y))+(~x&y)-(~(x^y))-(~y)+1,-2*x
(~x&y)+(~x)-(~x|y)+(~(x&y))-y,-3*(x&y)-1
2*(x&~y)+(~x&y)+(~(x|y))-(~(x&y))-x,-(x&y)
5*x-y-(x|y)-(x^y)-(~(x|y)),2*(x|~y)-4*(~x)-1
-(x|~y)-2*(~x)+3*(~x|y)-x-y+1,-2*(x&~y)+1
-(x^y)+2*(x|~y)-(~x|y)+x-y+1,(x&~y)-4*(~x&y)
(~(x^y))+2*(~y)-(x|~y)+(~x|y),2*(~(x|y))-1
2*(x|~y)-x+y+1,~(x^y)
(~(x|y))-(x&~y)+(~(x^y))-(~x),-2*(x^y)-1
2*(~x|y)+3*x-4*(x&y)-(x^y)+2,~y+1
(x&~e)+2*(~x)-(~x|e)-x-e,-3*(x&e)-(x|e)-1
-2*(x|~y)+(~x)+2*x-(x^y),-(~y)
(~(x^y))+2*(~y)-(x|~y)+y,~(x|y)-1
2*(x|y)+2*(~x&y)-2*(x^y)+(~y)+2,y+1
-3*(x&~y)-(~x&y)+(x|~y)-(~x),3*(x&y)-2*(x|y)
3*(x^y)+(~y)+(x|~y)-2*(~x)-y,5*(x&~y)
-(~x&y)+(~(x|y))+(~y)-(x|~y)-(~x|y)-1,-2*y-1
2*(~(x^y))+(~y)+(~x)-(x&y)+2,3*(~(x|y))+1
(x^y)+(~(x|y))-(x&~y)-(~x&y),-(x|y)-1
2*(~(x&y))+x-(x^y)-(x&~y)-(~y),~x|y
(x&(y|z))+(~x&~z)-(x^~z)+(x&(y^~z))-(x^~y&z)-(~x&~y&~z),-(~x&~y)
2*(~x|y)-y-(x&y)+(x|y)+1,~x
-3*(x&y)+(~x&y)+2*(~(x^y))-(~y),-2*x-1
-(~(x|y))+(~(x^y))+y-(x&y)-(x|y)-1,-(x&~y)-1
(x&y)+(x|y)+2*(~x)-(~x|y)-(~(x&y)),y
-2*(x&y)-(x&~y)+(~(x|y))-(~x)+1,-x-y+1
(~x&y)+(~y)+(~x)-(~x|y)-(~(x&y)),-(x&y)
3*y-(x|y)-(x^y)-(~x&y),2*(~(x^y))-2*(~y)
x+y-(x^y)-2*(~x&y)-2*(~(x^y)),-2*(~x)
2*(~(x&y))-(x^y)-(~(x^y))-2*(~y),-2*(x|~y)-1
-(x|y)+3*(~y)-(x|~y)-(~x),-3*y-1
2*(x|y)-2*(x^y)+(~(x|y))+(x&~y)-(x|~y),x&y
(~x)-2*(~x|y)+(~(x&y))-x,-3*(x&y)
5*(~x&y)+3*(~y)-2*(~x)-x-y+1,-4*(x&y)+(x|y)
-(x^y)+(x|~y)+y+1,2*(x&y)-(x|y)
y-2*(x&y)-(x^y)+(~x),-2*x-1
2*(~y)-(~(x&y))+2*y-(x&y)-(x|y),~(x|y)
(x|~y)+2*(~(x&y))+x-2*y-(x&~y)+1,3*(~y)+1
2*(x^y)+(~(x|y))-(x&~y)-2*(~x&y),-y-1
-2*(x&a)+2*(x|a)-2*(x&~a)-(~x&a)+1,-(x|~a)
(~x|y)+x-y-(x&~y)+1,-(x^y)
-(~(x&y))+2*x+y-2*(x&y)-(x|y)-1,-(~x)-1
-(x|~y)+2*(~(x&y))+3*x-(x|y),2*(x&~y)-1
3*(~x|y)+x-2*y-(~(x|y)),~(x^y)-1
(~y)-2*(~x)+2*(~x|y)-y,-2*(~x&y)-1
3*(~(x|y))-(~x)-(~(x&y))+2*x-y+1,-4*(~x&y)
4*(~x|t)+3*x-2*(x|t)-2*(-1),3*(~(x^t))-(~t)
(x&~e)+(x^e)+(~(x|e))-x,-2*(x&e)-1
-x-(~(x|y))+(~x&y)+1,-2*(x|~y)
4*(~x)-3*(~(x&y))+3*x-y-(x&y)-1,~(x^y)-1
(~(t^y))+(~t)+3*y-2*(t|y)+1,-4*(t&~y)-1
2*(d&~y)+2*(~(d|y))-(~y)+1,-y
(x|y)+2*(~y)-(~x)-(~(x&y)),2*x-y
(~(x&y))-(x&~y),~x
-3*(~y)+4*(x|~y)+(~x)-x-y,2*(~(x^y))
-2*(x&y)+(x|y)-2*(~x&y)+(~x|y),-y-1
(x&y)+(x^y)+3*(~(x|y))-2*(x|~y)-(~x)-1,-x-1
2*(~x|y)+x-y-(x&~y)-(~x&y)-1,2*(~(x^y))-1
5*(x^y)+4*(~(x^y))-2*(~y)-2*(~(x&y)),x+3*y
-2*(~x)+y-(x|y)-(x&~y),-2*(x^y)-2*(~(x|y))
-(x&y)+(x|y)-(x&~y)+(x|~y)-(~x)-1,x-1
x+2*(x^y)-3*(x&~y)-(~x&y)+2,-(~y)+1
(~(x&y))+3*x-2*(x&y)-2*(x&~y)+3,-(~x|y)+1
-2*(~y)+2*(x|~y)-(x&y)-(x|y),-(x&~y)-(~x&y)
2*(~(x|y))+(~(x^y))-(x|~y)-(~x|y),-2*(x|y)-1
4*(x^y)+6*(~(x^y))-3*(x|~y)-2*(~x)-y+1,x&y
(~(c^y))+2*y-(c&y)-(c|y)+1,-2*(c&~y)
5*(~(c^y))-(~y)+5*(~c)-6*(~c|y)+4,-4*(c|y)+1
(~x)-y-2*(~(x|y))-(x&~y),-(x|~y)
(~x&y)+(~(x^y))-(~x)+1,-(~(x&y))
-t+3*(x|t)-(x^t)+(~(x|t))+2,x+1
-(~y)-(~x)+2*(~x|y)-x-(x|y),-3*(x&~y)
-(x|~y)+x+y-2*(x&y)-(~x&y),-(~(x^y))
4*(x|y)-2*(x&~y)+(~(x^y))+(~x)+3,3*y+1
-2*x+y+2*(x&~y)-(~x&y)-(~x)-1,-(~x|y)-1
(~x|y)+y-(x&y)+(~y)+2,~x+1
(x&~y)+(~x&y)-(x^y)+(~(x|y))+2,-(x|y)+1
2*(t|y)-(t&~y)-2*(~t&y)+(~t)-(~t|y),t
-y-(~(x|y))-(~(x^y))+(x|~y),-2*(~x|y)-1
(x^d)+(~(x|d))-(~x),x&~d
-(x^d)+6*(~(x|d))-4*(~(x^d))-2*(-1),-3*x-3*d
6*(~x&y)-2*(x^y)+3*(x|~y)-3*(~x)-x-y,x&y
(~(x|y))+(~(x^y))-(~x|y)+(x|y)+2,-(~x&y)+1
(~(x&t))-t-2*(~(x|t))-(~x&t)+1,-2*(~x|t)
2*y-4*(x&y)-(x^y)+(~(x^y)),-2*x-1
2*(x|y)-(x^y)+2*(~(x^y))-(~y)-(~x),4*(x&y)
(~x)+(~(x&y))+3*x-(x|y)-(x^y)-1,2*(x|~y)-1
(x^y)+2*(~(x^y))-2*(~y)-y-(x&y)-1,-(x&~y)-1
-(x&~y)+2*(x^y)+(~x)-2*y+1,-3*(x&y)
2*(~(x^y))-(~x)-x-(x&y)-1,-(x^y)+(~(x|y))-1
2*(x^y)+(~y)+(x|~y)-(~x)+2,3*(x&~y)+1
-(x&y)-(x&~y)+(~(x|y))-(~x|y)-1,-x-y-1
-2*x+(x^y)+(x&~y)-2*(~y)+2,-3*(x|~y)+1
-2*(x^y)+(x|~y)-(~x|y)+x-y,-4*(~x&y)
3*(x|y)-(x^y)+2*(~(x|y))-(x|~y)-(~x)+1,x+y+1
-(x|~y)+2*(~(x&y))+3*x-y+2,3*(x&~y)+1
-3*(~(x|y))+2*(~y)+3*(~x|y)-(~(x&y))-y+1,x&y
(~(e^y))+(~y)-2*(e|~y)+2*(~e)+3,-3*e+1
(x^y)+2*(~(x^y))-(~y)-(~x|y)-x-y-1,-(x|y)-1
(x|~y)+2*(~x)+2*(x&y)-(~x&y)+1,2*(~(x^y))
-(~c)+2*y-3*(c&y)-(c&~y)-(~c&y)+1,-(c|~y)+1
(~(x&y))-x+(x&y)-(~(x|y)),-(x|~y)-1
-2*(e|y)+3*(e^y)+2*(~(e^y))-(~e)+2,-y+1
3*(~(x&y))+6*x+y-4*(x|y)-2*(x&~y),3*(x|~y)
2*(x|y)+(x&~y)-(x^y)+(~(x|y))-(~x),2*x
-5*(x&y)-(~x&y)+2*(~(x^y))-(~y),-2*x-2*y-1
-(~(x&y))-(x|y)+3*(x^y)-2*(~x&y),-2*(~x|y)-1
4*(~x&y)-(x^y)+(~x|y)-(~(x&y)),-2*x+3*y
(~t)+2*(~x)-2*(~(x&t))+x-(x&t),~(x|t)
2*(~x)-(~(x&y))+(x|y),-(x&~y)+(~x&y)-1
-(~y)+(x|~y)+2*(~x)-(~x|y)-(~(x&y)),-(x&~y)
x-(x&y)-(~x&y)-(~(x^y))+1,-2*(~x|y)
(x^y)+(~(x|y))-(x&~y)+1,-x
3*(~t&y)+(~(t^y))+(~y)-2*(~(t&y))-y,-(t&~y)
(x|~y)+2*(~x)-(~x|y)-(~(x|y))-(~x&y)+1,~y+1
2*(x|~y)+(~x|y)+y-(x|y),2*(~(x^y))-1
2*(~x)-3*(~x|y)+3*y-(x|y)+1,-2*(x|~y)
(x|y)+(~y)+2*(~x)-(~x|y)-(~(x&y))+2,-(x&y)+1
-3*(x&y)-(x&~y)-(~x&y)+(~y)-(~(x&y)),-x-2*y
y-3*(x&y)+2*(~(x^y))-(x|~y)-(~x)-1,-x-1
-3*(~y)+3*(x|~y)+(~(x&y))-x-y-1,~(x^y)-1
(x&y)+3*(x|y)-(x&~y)+2*(~(x|y))-(x|~y)+1,2*y
3*(x|y)+3*(~y)+3*(~x)-4*(~(x&y))-2*(-1),x&y
-(~x)+x+2*y-2*(x&y),-2*(~(x|y))-1
-(~(x&y))+2*(x^y)-(~x&y)+(~(x^y)),-(~x)-1
-2*(~(t|y))+2*(~(t^y))+(~(t&y))-y+1,-(~t&y)
-(x&y)+(x|y)+(x|~y)-(~(x&y)),x
x-2*(x&y)-(~(x|y))-(x&~y),-(~(x^y))
(~x|y)+x-(x&y)-(x&~y)-(~x&y)-1,~(x^y)-1
3*(~x&y)+4*(~(x|y))-2*(~y)-(~x|y)+2,-3*x+y+1
x+2*y-3*(x|y)-(~(x|y))-(~x)-1,-2*(~(x&y))-1
2*(~(x^y))-3*(~x)+(~(x&y))-x-y-1,-3*(~x&y)-1
(x^y)+(~x|y)+1,~x&y
-2*(x&~y)+(x^y)+2*(x|~y)-(~x|y)-x+2,-(x|y)+1
-(~y)+4*(x|~y)-(~x|y)-4*x+3,-3*(x|y)+1
(x^y)+(~(x|y))+1,-(x&y)
2*(~x|y)+x-y-(x&y)-(x|y)+1,2*(~(x|y))+1
-(x&~a)-2*(~(x^a))-(~a),-3*(x|~a)-(~x)-1
(~(x|b))+(~(x^b))-(~x|b)+x,-2*(~x&b)-1
x-3*(x&y)-(x^y)-(~(x|y))-(~x),-2*(~x|y)
3*(x|y)-2*(x&~y)-(~x&y)+(~y),x+y-1
(x^y)-(~(x|y))+2*(~y)-(x|~y)-2*x-y,-4*(x&y)
-3*(~(t|y))+2*(~(t^y))+(~y)-t-y+1,-(~t&y)+1
(x^y)+2*(~(x|y))-2*(x&~y)-(~(x^y)),-2*x-1
3*(~x&y)+2*(~y)-(~x)-(~(x&y)),-(x&y)+(x|y)
(x^y)-(~y)+2*(x|~y)-(x&y)+1,x&~y
(~(x^y))-(~y)+x-y-(x&y),-(~x&y)
(x&y)-(x&~y)+(~y)-(x|~y)-(~x)+1,-(~(x&y))+1
-(x&y)+2*(~x&y)-(x^y)+(x|~y)+2,-x+1
-3*(~x)+4*(~x|y)-x-2*y+2,-2*(x^y)+1
4*(~x)+3*x-2*(~x&y)+3,(~(x^y))+(~y)+1
(~x|y)+3*x-3*(x&y)-(x|y)-(x&~y),~y
b-2*(x&b)+(x|b)-2*(~x&b)+1,-(~x|b)
4*(~x&y)-2*(x^y)+(~(x^y))-(~x|y)+x-y,-(x&~y)
2*(~y)+y-(x&y)-(x&~y)+1,(x^y)+2*(~(x|y))+1
(~x&y)+3*(~(x|y))-(~x|y)-(~(x&y)),-2*(x|y)-1
2*(x&(y|z))+(~x&(~y|~z))-2*(x^~z)+(x|y&~z)+(y^~z)-(x&y)-2*(x&~z),z
(x|~y)+(~x)-2*(-1),-(x|y)
(x&(y|z))+(~x&~z)-(x^~z)+(x&(y^~z))-(x^~y&z)-(~x&y&~z),-(~x&(y^z))
y-(x^y)+(x&~y)-(~x&y)-(~(x^y))+1,-(~x)+1
-(~(x&y))+y-(x&y),-(~y)
x-(x&y)+(x^y)-2*(x&~y)+2,-(x|~y)+1
-(~x&~y|z)+(~x|~z)+(x&(~y|z))-(x^y&z)-(x^y^z),-z
2*(~(x^y))+(~y)+(~x)-x-y+1,4*(~(x|y))+1
2*(x&~y)+3*(~x&y)+3*(~(x^y))-(~y)-(~x|y),y-1
3*x-5*y+(x^y)-2*(~y)-2*(x|~y)+1,-4*(~x|y)+1
-4*(~x)+3*(~x|y)+2*(~(x&y))-(x&y)-(x|y),x|~y
-2*(~x|y)+2*y-(~x&y)+1,-(x|~y)-2*(~x)
2*(c|y)+(c&~y)-2*(c^y)+(~(c|y))-(~(c^y)),c
-b-(~(b|y))+2*(b&~y)-(~b&y)+1,-2*(~b|y)
2*(x|~y)+3*(~(x&y))-y-(~x&y),4*(~y)-1
y+3*(x^y)-2*(~x&y)+2*(~(x^y))+1,x-1
-y+4*(x|y)-2*(x^y)-(x&~y)+2*(~y)-(x|~y)+1,x
-y+(x&y)+2*(x^y)-2*(x&~y)+2,-(x|~y)+1
3*(a|~y)+(~a|y)+(~(a&y))-2*a+3,3*(~(a|y))+1
(~x|y)+2*(~(x&y))+y-(x|y),2*(~x)-1
(x|~y)-(~x)+2*(~x|y)-(~(x&y))-x-y,-2*(x^y)-1
(~(x|y))-3*(~x)+2*(~x|y)-x-(x&y),-(x^y)
-x+3*(x^y)-(~(x|y))-4*(~x&y)+1,-3*(~x|y)-1
(~y)-x+3*(x&y)-(x|y)+1,-2*(x^y)
4*(~x)+4*x-2*y-(x|y)-2*(~(x|y))-(x&~y),~y-1
3*(x&~y)-(x^y)+2*(~y)-(~x)-(~(x&y)),3*x-3*y
(~(x&y))-x+(x|y)-(x&~y)-(~x&y),~x
2*(x^y)-3*(~x)+3*(~x|y)-2*x-y,~x&y
-(x&~y)+(~y)-(x|~y)-y,-(x&y)-(x|y)
-(x|y)+(x&~y)-(~(x^y))-(~x),-2*(~x|y)
x-2*(x&d)+(x|d)-(x^d),-(~x|d)-1
-3*(~(c|y))+2*(~y)+2*(~c|y)-c-y+2,-(c&y)+1
(x|y)-2*(x^y)+5*(~y)-3*(x|~y)-(~x)+2,-3*y+1
-x+3*y-(~(x|y))-4*(~x&y)+1,-3*(~(x&y))-1
-(~(x|c))+2*(~(x^c))+(~c)-(x|~c)+1,-(x^c)
(~(x|y))+(~x&y)+(~y)-(x|~y)-(~x)+1,-(x&y)+1
-3*(~y)-2*(~d)+4*(~(d&y))-y+2,-2*(~(d^y))+1
-(x&~a)+2*(x^a)+2*(~a)-(x|~a)-x-a+1,-4*(x&a)
-4*e+3*(x^e)-(x|~e)-4*(~x)+1,-7*(~x|e)-1
b-2*(b&y)+(b|y)-2*(b^y)-(~(b^y)),-(~b|y)
(x|~y)+3*(~x|y)+(~(x&y))-2*y+3,3*(~(x|y))+1
-3*(x&~c)+3*(x^c)+2*(~c)-(~x)-x-c,-3*(x&c)-1
(~x)-(~(x&y))+(x^y)+1,-(x|~y)
-(~x|y)+2*y-2*(x&y)-(x&~y),-2*(x|~y)-1
(~x|e)+3*(~(x&e))+3*x-2*(x^e)+1,2*(x|~e)-1
-3*(x&c)-(~x&c)+(~(x^c))+1,-x-2*c
x+4*t-2*(x|t)+3,(~(x^t))-3*(~t)+1
(~x)-2*y+2*(x|y)-(x^y),~y
(~(x^y))+(x|~y)-(~x)-(~x|y)-x+1,-2*(~x&y)+1
3*(~(x|y))-(~y)-(~x)-(~(x&y)),-2*(x^y)
-2*(~y)+2*(x|~y)+2*(~(x&y))-(x|y)+2,~(x|y)+1
(x&~y)-(x^y)+2*(~(x|y))-(~y)-x-y,-3*(x|y)-1
(~x|y)-2*x+(x^y)-2*(~(x|y))-2*(-1),-3*(x|~y)
(~x&y)+(~y)+(~x)-(~x|y)-(~(x&y))+1,-(x&y)+1
(x&y)+(x^y)+(x|~y)+1,x
3*(x^y)+3*(~y)-(~x|y)-4*x+1,-7*(x&y)-1
-b+(x&b)-2*(~(x|b))-(~x&b),-2*(~x)
(~x)+(~(x&c))+2*x-2*c-(x&~c)-1,2*(~c)-1
-(c^y)+(~(c&y))+2*c-(c|y)+2,-2*(~c&y)+1
(x&~y)+2*(~(x|y))-(~x|y)+1,-2*y
3*(x|y)-(x&~y)-(~x&y)-(x^y)+(~y)-(~x|y),2*x
2*(x|~y)+(~x)+(~x|y)-x-y+2,3*(~(x|y))+1
2*(~(x^y))-(~x)-(~x|y)-3*x-y-1,-3*(x|y)-1
-3*(x|~y)+2*(~x)+4*x-2*y-(x&~y),-(~(x^y))
3*x-y-(x&~y)+2,(x|~y)-2*(~x)+1
-3*(~y)+3*(x|~y)-x-y-(x|y),-2*(x^y)
-(~y)+4*(~x)+5*x-2*(x|y)+3,~(x^y)+1
(~y)-y+2*(x|y)-3*(x&~y)-(~x&y)+1,~(x^y)+1
2*(x|y)-(~y)+3*(x|~y)-(~x)-(~x|y)+1,4*x+1
2*(~(x^y))+3*(~y)-(x|~y)-x+y+1,3*(~(x|y))
-4*(x&y)+3*(~(x|y))-(~y)-(~(x&y))+1,-3*x-2*y
-y+(x&y)-(~(x|y))-(x&~y),-(~(x&y))
3*(~(x|y))+(~x&y)-(~(x^y))-(~y)+2,-2*x+1
-(~x)-(x|y)+2*(x^y)-(x&~y),-(~(x^y))
2*(x^y)+2*(~(x|y))-(~y)-(~x)+(~x|y)+1,~x&y
-x+2*(x&y)+(~y)-(x|~y)-(~x)+1,-(~(x&y))+1
-5*(x&y)-(x^y)+2*(~(x^y))-(x|~y)+1,-3*x-2*y
2*x-y-(~(x|y))-(x&~y)+2,-2*(~x)+1
x-3*(x&y)+2*(~(x^y))-2*(~y)-(~x),-(~(x&y))
2*(~(x^y))-(x|~y)+x-(x|y)+2,-2*(x^y)+1
(x&y)+(x^y)+2*(~(x|y))-(x|~y),-x-1
-(~x)+(~(x&y))+y-(x&y)+2,-(~(x^y))+1
3*(x^y)+3*(~(x^y))-(~y)-(~x|y)-y+1,x&~y
2*(x^d)+(~d)+(x|~d)-(~x|d)-(~(x&d)),3*(x&~d)
3*(~x)+2*x+y-2*(x^y)-2*(~x&y)+1,3*(~(x^y))+1
(~(x^y))+(~y)+(~x|y)-(x&y)+2,2*(~(x|y))+1
3*(~x|y)-x-2*y-2*(~x&y),-(x^y)+3*(~(x|y))
(~x)+(~x|y)+2*x-(x|y),~(x^y)-1
-d-y+2*(d|y)-2*(d^y)-(~(d|y))+1,-(~(d&y))+1
-(~y)+2*(x|~y)-(~x)-(x&y)-(x|y),-2*(~x&y)
(x|y)-(~x&y)+2*(~(x|y))-(~(x^y))+2,-y+1
-2*(x|~y)+4*(~x)+5*x-y-(x|y)-(~x&y)+2,~y+1
(~(x&y))-2*x+3*(x|y)-2*(~x&y)+1,-(~(x^y))-1
-(~x)+2*(~x|y)+x-3*(x&y)-(~x&y),~y
3*(x|~y)+2*(~x)-2*y-(~(x|y)),(~(x^y))+3*(~y)
(x^y)+(~(x|y))+(~(x^y))-(~x|y),-y-1
3*(~x|y)+2*(~(x&y))-2*y-(~y),(x|~y)+3*(~x)
3*(x|~y)+2*(~x|y)-(x^y)-(x&~y),4*(~(x^y))-1
x+(x|c)+4*(~(x|c))-2*(~(x^c))-(~c),~(x&c)
3*(x&~y)+(~(x^y))-(~y)+(~x)-(~(x&y)),x
-2*(~y)+2*(x|~y)+(~x)-y,~(x^y)
3*(x|~y)+(~(x&y))+3*y-2*(x|y)+3,2*(~(x^y))+1
(~x|y)+2*x-y-(x&y)-(x|y)-(~(x|y))-(~y),-(~x)
-(~x|y)+(~(x&y))+y-(x|y)-(~(x|y)),-(~(x^y))
3*(~(x&y))+2*x+y-2*(x^y)-2*(~x&y),3*(x|~y)
2*(x|~y)+3*(~x|y)-(~(x&y))-y+2,3*(~(x^y))+1
2*x-2*(x&y)+(~(x^y))-(x|~y),-(~x|y)-1
-3*(~y)+5*(x|~y)+2*(~x)-(x|y),3*(~(x^y))-1
-2*(x|y)-(~(x^y))+3*(~y)-(~x),-4*y-1
-3*(x&y)+(x|y)-2*(x^y)+(~y)-(~x)-1,-2*y-1
y-(x&y)-2*(x^y)-(~(x|y))-(~x),-2*(~(x&y))
2*(x^y)+2*(~(x^y))-(~(x&y))-x+1,-(x&~y)
-4*(~x&y)-(~y)+3*(~x)-(~x|y)-x+1,-3*(x|y)
-(b&y)+3*(b&~y)+2*(~(b^y))-2*(~y)+1,-(~b)
(~x&y)-(x^y)+(x|~y)-(~x)-x-1,(x&y)-(x|y)-1
-(~x)+2*a-(x&a)+(x&~a)+2,-2*(~(x|a))+1
4*(x&c)+2*(x^c)+3*(~x)-(~x|c)-(~(x&c)),2*c-1
-(x^y)+2*(~(x|y))-(~(x^y))+1,-2*(x|y)
(~(x|y))+(~(x^y))-(x|~y)+(x|y)+2,-(x&~y)+1
3*(~(x^y))-(~x|y)-x+1,-2*(x^y)+(~(x|y))
-y+2*(x|y)-(x^y)-(x&~y)+2,-(~(x&y))+1
3*(~(x&y))+2*x-2*y-(x^y)-(x&~y),3*(~y)
3*(x^y)-(~y)+3*(x|~y)-(~x|y)-y+2,4*(x&~y)+1
-2*(~x&c)-(x|~c)+2*(~x|c)-x-2*c,-3*(x|c)-1
-x-y+3*(x&y)-(~(x|y))+2,-2*(~(x&y))+1
(x|~y)+(~x|y)-2*x-3*(~(x|y))-(~x&y),-(~y)
-2*(x^y)-(~(x|y))+2*(~y)-2*x+1,-3*(x|y)
(~y)-3*(~x)+4*(~x|y)-2*(x&y)-2*(-1),-(x^y)
3*(~y)+4*(~x)-(~x|y)-4*(~(x&y))+3,-3*(x|y)+1
-2*(x&~e)+(~(x&e))+x-e,-(x|e)-1
-(x^y)+(~(x&y))+(x&y)+1,-(x&~y)-(~x&y)
2*(x&~y)-(x|~y)+2*(~x)-y,-3*(x&y)-1
-(~x|y)+2*(~(x&y))+y-(x^y)-(x&~y)+1,~x+1
-(~(x&y))+x+2*y-2*(x&y)-(x|y),-(~y)
3*(x^a)+4*(~(x^a))-2*(~a)-2*(~x|a)+1,x+a+1
-(~x)+y-(x&y)+(x|y)+2,-2*(~(x|y))+1
-t-2*y+3*(t|y)-2*(t^y)-(~(t^y)),-(~t|y)
(x&y)+2*(x^y)-(~x&y)+(~(x^y))+2,x+1
(~x|b)-x-b+(x|b)-(~x&b),~(x|b)
5*(x|y)-3*(x^y)+2*(~y)-(x|~y)+2,2*x+y+1
x-(~(x^y))+(~y)-2*(-1),-2*(~x|y)
(~(x|y))-(x&~y)-(~x&y)-(~(x^y)),-(x|y)
